Linguagem_Tipo,Tamanho,Operacao,Tempo(ms),Memoria(bytes)
CPP_ArrayManual,30000,busca,1.1e-05,4395008
CPP_ArrayManual,30000,remocaoValor,0.00114,4395008
CPP_ArrayManual,30000,remocaoIndice,0.001296,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001072,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001135,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001294,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001074,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.00112,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001298,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.00107,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001138,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001302,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001077,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001126,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001288,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.00107,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.2e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001133,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001297,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001077,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001136,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001301,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001071,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001126,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001287,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001075,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.2e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001138,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001297,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001092,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001252,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001287,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001072,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.00114,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001298,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001077,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001132,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.00129,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001069,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.2e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001135,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001297,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.00107,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001144,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001294,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001072,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001137,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001289,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001073,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001131,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.00129,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001071,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001131,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001289,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001073,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.2e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001141,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001291,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001075,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.2e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001137,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001299,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001075,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001135,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001301,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001072,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.2e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001134,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001288,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001075,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.2e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001125,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001295,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001073,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.2e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001135,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001294,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.00107,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001134,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001302,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001075,4395008
CPP_ArrayNativo,30000,adicaoFinal,1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001137,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001296,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001076,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001135,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001295,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001083,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001134,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001301,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001068,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001136,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001291,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001074,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001141,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.002236,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001064,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001127,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.001298,4395008
CPP_ArrayNativo,30000,adicaoInicio,0.001078,4395008
CPP_ArrayNativo,30000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,30000,busca,1.1e-05,4395008
CPP_ArrayNativo,30000,remocaoValor,0.001138,4395008
CPP_ArrayNativo,30000,remocaoIndice,0.00129,4395008
CPP_ArrayManual,50000,adicaoInicio,0.002025,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002022,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002191,4395008
CPP_ArrayManual,50000,adicaoInicio,0.002053,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002025,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002183,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001953,4395008
CPP_ArrayManual,50000,adicaoFinal,1.2e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002019,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002178,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001966,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002016,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002183,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001972,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002024,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002172,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001964,4395008
CPP_ArrayManual,50000,adicaoFinal,1.2e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002021,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002176,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001974,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002037,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002192,4395008
CPP_ArrayManual,50000,adicaoInicio,0.00196,4395008
CPP_ArrayManual,50000,adicaoFinal,1.2e-05,4395008
CPP_ArrayManual,50000,busca,1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002017,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002185,4395008
CPP_ArrayManual,50000,adicaoInicio,0.00196,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002022,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002175,4395008
CPP_ArrayManual,50000,adicaoInicio,0.00197,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.00202,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002181,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001965,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.00203,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002161,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001958,4395008
CPP_ArrayManual,50000,adicaoFinal,1.2e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002017,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002183,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001966,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002019,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002174,4395008
CPP_ArrayManual,50000,adicaoInicio,0.00196,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002013,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002176,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001964,4395008
CPP_ArrayManual,50000,adicaoFinal,1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002024,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002182,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001961,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002015,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002185,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001961,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002019,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002185,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001962,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002024,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002181,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001975,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002033,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002184,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001963,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002018,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002183,4395008
CPP_ArrayManual,50000,adicaoInicio,0.00197,4395008
CPP_ArrayManual,50000,adicaoFinal,1.3e-05,4395008
CPP_ArrayManual,50000,busca,1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002022,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002182,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001952,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002017,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002174,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001974,4395008
CPP_ArrayManual,50000,adicaoFinal,1e-05,4395008
CPP_ArrayManual,50000,busca,1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.00202,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002178,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001962,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002027,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002183,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001975,4395008
CPP_ArrayManual,50000,adicaoFinal,1.8e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002029,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002188,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001956,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002026,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002183,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001973,4395008
CPP_ArrayManual,50000,adicaoFinal,1.2e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002022,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002169,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001974,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002021,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002178,4395008
CPP_ArrayManual,50000,adicaoInicio,0.001979,4395008
CPP_ArrayManual,50000,adicaoFinal,1.2e-05,4395008
CPP_ArrayManual,50000,busca,1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002016,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002173,4395008
CPP_ArrayManual,50000,adicaoInicio,0.00196,4395008
CPP_ArrayManual,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayManual,50000,busca,1.1e-05,4395008
CPP_ArrayManual,50000,remocaoValor,0.002028,4395008
CPP_ArrayManual,50000,remocaoIndice,0.002186,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001953,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.2e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002014,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002185,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001965,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.2e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002013,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002177,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001965,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002025,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002178,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001964,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.2e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002013,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002183,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.00197,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002022,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002182,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001954,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002028,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002174,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001964,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002016,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002182,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001965,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.2e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002017,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.00219,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001952,4395008
CPP_ArrayNativo,50000,adicaoFinal,1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002016,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.00218,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001966,4395008
CPP_ArrayNativo,50000,adicaoFinal,1e-05,4395008
CPP_ArrayNativo,50000,busca,1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002009,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002174,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001961,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.2e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002023,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002194,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001968,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002027,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002187,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001969,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002025,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002187,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001959,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.2e-05,4395008
CPP_ArrayNativo,50000,busca,1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002141,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002182,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001956,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002025,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002173,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001967,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002019,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002191,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001977,4395008
CPP_ArrayNativo,50000,adicaoFinal,2.2e-05,4395008
CPP_ArrayNativo,50000,busca,1.2e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002024,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002185,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001975,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002025,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002198,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001978,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002025,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002187,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001959,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002022,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002173,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001965,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.2e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002022,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002184,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001962,4395008
CPP_ArrayNativo,50000,adicaoFinal,1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002015,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002183,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001962,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002024,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002186,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.00196,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002025,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.00219,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001965,4395008
CPP_ArrayNativo,50000,adicaoFinal,1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002029,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002174,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001956,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.2e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002023,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002191,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001959,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002021,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002184,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001954,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002021,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.00218,4395008
CPP_ArrayNativo,50000,adicaoInicio,0.001969,4395008
CPP_ArrayNativo,50000,adicaoFinal,1.1e-05,4395008
CPP_ArrayNativo,50000,busca,1.1e-05,4395008
CPP_ArrayNativo,50000,remocaoValor,0.002026,4395008
CPP_ArrayNativo,50000,remocaoIndice,0.002175,4395008
