Linguagem_Tipo,Tamanho,Operacao,Tempo(ms),Memoria(bytes)
Haskell_dataVector,100000,busca,0.02,56584
Haskell_dataVector,100000,adicaoInicio,56.43,168696688
Haskell_dataVector,100000,remocaoIndice,2295.27,3350454528
Haskell_dataVector,100000,remocaoValor,1316.36,4350498496
